_raw,index,host,source,sourcetype
"{""timestamp"":""06-04-2018 12:00:40"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016040"",""family"":{""name"":""Settings"",""id"":""40"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""40"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:41"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016041"",""family"":{""name"":""Settings"",""id"":""41"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""41"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:42"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016042"",""family"":{""name"":""Settings"",""id"":""42"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""42"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:43"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016043"",""family"":{""name"":""Settings"",""id"":""43"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""43"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:44"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016044"",""family"":{""name"":""Settings"",""id"":""44"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""44"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:45"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016045"",""family"":{""name"":""Settings"",""id"":""45"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""45"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:46"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016046"",""family"":{""name"":""Settings"",""id"":""46"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""46"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:47"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016047"",""family"":{""name"":""Settings"",""id"":""47"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""47"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:48"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016048"",""family"":{""name"":""Settings"",""id"":""48"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""48"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:49"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016049"",""family"":{""name"":""Settings"",""id"":""49"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""49"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:50"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016050"",""family"":{""name"":""Settings"",""id"":""50"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""50"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:51"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016051"",""family"":{""name"":""Settings"",""id"":""51"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""51"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:52"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016052"",""family"":{""name"":""Settings"",""id"":""52"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""52"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:53"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016053"",""family"":{""name"":""Settings"",""id"":""53"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""53"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:54"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016054"",""family"":{""name"":""Settings"",""id"":""54"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""54"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:55"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016055"",""family"":{""name"":""Settings"",""id"":""55"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""55"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:56"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016056"",""family"":{""name"":""Settings"",""id"":""56"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""56"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:57"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016057"",""family"":{""name"":""Settings"",""id"":""57"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""57"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:58"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016058"",""family"":{""name"":""Settings"",""id"":""58"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""58"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:00:59"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016059"",""family"":{""name"":""Settings"",""id"":""59"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""59"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:01:00"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016060"",""family"":{""name"":""Settings"",""id"":""60"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""60"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
"{""timestamp"":""06-04-2018 12:01:01"",""sourceFile"":""database_settings.nasl"",""checkType"":""settings"",""md5"":""7985fa3a9d8902827949e565b5701a8d"",""solution"":""n/a"",""srcPort"":""null"",""xrefs"":"""",""temporalScore"":""null"",""baseScore"":""null"",""copyright"":""This script is Copyright (C) 2008-2018 Tenable Network Security,Inc."",""vulnPubDate"":""-1"",""stigSeverity"":""null"",""description"":""This plugin just sets global variables (SID,SERVICE_NAME,etc.),and does not perform any security checks."",""synopsis"":""Database settings."",""version"":""1.26"",""pluginModDate"":""1523016061"",""family"":{""name"":""Settings"",""id"":""61"",""type"":""active""},""requiredPorts"":"""",""exploitAvailable"":""false"",""requiredUDPPorts"":"""",""cvssVectorBF"":""0"",""cpe"":"""",""exploitFrameworks"":"""",""SC_address"":""tenablesc.eastus.cloudapp.azure.com"",""modifiedTime"":""1523324473"",""name"":""Database settings"",""protocol"":"""",""dstPort"":""null"",""seeAlso"":"""",""patchModDate"":""-1"",""id"":""61"",""type"":""active"",""dependencies"":"""",""cvssVector"":"""",""exploitEase"":"""",""patchPubDate"":""-1"",""pluginPubDate"":""1233662400"",""riskFactor"":""None""}",main,localhost,tenable:eventgen,tenable:sc:plugin
