sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"1605843140.352","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epchtime |timechart values(size) as size by file","prod-openpathus","1605843140.446792",0,"UI:Search",0,1605843140,0,0,completed,"0.048","1605754800.000000000","1605843140.000000000","1605754800.000000000","1605843140.000000000",,,,,,,,,,,,,,,,,,
"1605843143.353","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843143.212725",0,"UI:Search",0,1605843143,51,0,completed,"0.017","1605754800.000000000","1605843143.000000000","1605754800.000000000","1605843143.000000000",,,,,,,,,,,,,,,,,,
"1605843152.354","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843152.713362",0,"UI:Search",0,1605843152,93,0,completed,"0.051000000000000004","1605842252.000000000","1605843152.000000000","1605842252.000000000","1605843152.000000000",,,,,,,,,,,,,,,,,,
"1605843156.355","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843156.421720",0,"UI:Search",0,1605843156,50,0,completed,"0.051000000000000004","1605828720.000000000","1605843156.000000000","1605828720.000000000","1605843156.000000000",,,,,,,,,,,,,,,,,,
"1605843167.356","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843167.257318",0,"UI:Search",0,1605843167,50,0,completed,"0.052000000000000005","1605828720.000000000","1605843167.000000000","1605828720.000000000","1605843167.000000000",,,,,,,,,,,,,,,,,,
"1605843325.357","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843325.645236",0,"UI:Search",0,1605843325,50,0,completed,"0.052000000000000005","1605828900.000000000","1605843325.000000000","1605828900.000000000","1605843325.000000000",,,,,,,,,,,,,,,,,,
"1605843332.358","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843332.213862",0,"UI:Search",0,1605843332,50,0,completed,"0.051000000000000004","1605828900.000000000","1605843332.000000000","1605828900.000000000","1605843332.000000000",,,,,,,,,,,,,,,,,,
"1605843348.359","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file span=10m","prod-openpathus","1605843348.661952",0,"UI:Search",0,1605843348,50,0,completed,"0.051000000000000004","1605828900.000000000","1605843348.000000000","1605828900.000000000","1605843348.000000000",,,,,,,,,,,,,,,,,,
"1605843447.360","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime","prod-openpathus","1605843447.614737",0,"UI:Search",0,1605843447,24,0,completed,"0.047","1605829020.000000000","1605843447.000000000","1605829020.000000000","1605843447.000000000",,,,,,,,,,,,,,,,,,
"1605843504.365","| inputlookup lookupfilesize.csv","prod-openpathus","1605843504.465799",0,"UI:Search",0,1605843504,24,0,completed,"0.05","1605829080.000000000","1605843504.000000000","1605829080.000000000","1605843504.000000000",,,,,,,,,,,,,,,,,,
"1605843523.366","| inputlookup lookupfilesize.csv","prod-openpathus","1605843523.927255",0,"UI:Search",0,1605843523,24,0,completed,"0.013000000000000001","1605829080.000000000","1605843523.000000000","1605829080.000000000","1605843523.000000000",,,,,,,,,,,,,,,,,,
"1605843616.369","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime","prod-openpathus","1605843616.479769",0,"UI:Search",0,1605843616,24,0,completed,"0.056","1605829200.000000000","1605843616.000000000","1605829200.000000000","1605843616.000000000",,,,,,,,,,,,,,,,,,
"1605843636.370","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file span=10m","prod-openpathus","1605843636.386502",0,"UI:Search",0,1605843636,50,0,completed,"0.051000000000000004","1605829200.000000000","1605843636.000000000","1605829200.000000000","1605843636.000000000",,,,,,,,,,,,,,,,,,
"1605843644.371","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime","prod-openpathus","1605843644.810498",0,"UI:Search",0,1605843644,24,0,completed,"0.014","1605829200.000000000","1605843644.000000000","1605829200.000000000","1605843644.000000000",,,,,,,,,,,,,,,,,,
"1605843730.372","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |stats values(size) by _time","prod-openpathus","1605843730.197210",0,"UI:Search",0,1605843730,4,0,completed,"0.049","1605829320.000000000","1605843730.000000000","1605829320.000000000","1605843730.000000000",,,,,,,,,,,,,,,,,,
"1605843741.373","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |stats values(size) as size by _time","prod-openpathus","1605843741.981438",0,"UI:Search",0,1605843742,4,0,completed,"0.048","1605829320.000000000","1605843741.000000000","1605829320.000000000","1605843741.000000000",,,,,,,,,,,,,,,,,,
"1605843754.374","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |stats values(size) as size by _time,file","prod-openpathus","1605843754.085449",0,"UI:Search",0,1605843754,5,0,completed,"0.05","1605829320.000000000","1605843754.000000000","1605829320.000000000","1605843754.000000000",,,,,,,,,,,,,,,,,,
"1605843766.375","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |stats values(size) as size by file","prod-openpathus","1605843766.396075",0,"UI:Search",0,1605843766,4,0,completed,"0.049","1605829320.000000000","1605843766.000000000","1605829320.000000000","1605843766.000000000",,,,,,,,,,,,,,,,,,
"1605843780.376","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |chart values(size) as size by file OVER _time","prod-openpathus","1605843780.872371",0,"UI:Search",0,1605843780,0,0,failed,"0.007","1605829380.000000000","1605843780.000000000","1605829380.000000000","1605843780.000000000",,,,,,,,,,,,,,,,,,
"1605843788.377","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |chart values(size) as size OVER _time","prod-openpathus","1605843788.058267",0,"UI:Search",0,1605843788,4,0,completed,"0.048","1605829380.000000000","1605843788.000000000","1605829380.000000000","1605843788.000000000",,,,,,,,,,,,,,,,,,
"1605843798.378","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |chart values(size) as size OVER _time by file","prod-openpathus","1605843798.568335",0,"UI:Search",0,1605843798,4,0,completed,"0.052000000000000005","1605829380.000000000","1605843798.000000000","1605829380.000000000","1605843798.000000000",,,,,,,,,,,,,,,,,,
"1605843843.379","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file span=10m","prod-openpathus","1605843843.397868",0,"UI:Search",0,1605843843,50,0,completed,"0.051000000000000004","1605829440.000000000","1605843843.000000000","1605829440.000000000","1605843843.000000000",,,,,,,,,,,,,,,,,,
"1605843847.380","| inputlookup lookupfilesize.csv |eval date=month+"" ""+day+"" ""+""2020""+"" ""+time |fields - month day time |eval epochtime=strptime(date,""%b %d %Y %R"") |eval _time=epochtime |timechart values(size) as size by file","prod-openpathus","1605843847.286398",0,"UI:Search",0,1605843847,50,0,completed,"0.051000000000000004","1605829440.000000000","1605843847.000000000","1605829440.000000000","1605843847.000000000",,,,,,,,,,,,,,,,,,
"rt_md_1605895484.454","| metadata type=sourcetypes | search totalCount > 0","prod-openpathus","1605895484.499839",1,"UI:Search",0,1605895484,0,0,canceled,"26.036",,,,,,,,,,,,,,,,,,,,,,
"1605895509.461","| makeresults annotate=t","prod-openpathus","1605895509.726276",0,"UI:Search",0,1605895509,1,0,completed,"0.014","1605808800.000000000","1605895509.000000000","1605808800.000000000","1605895509.000000000",,,,,,,,,,,,,,,,,,
"1605895533.462","| makeresults annotate=t count=5 |eval baller=sahr,temi,eric,debo","prod-openpathus","1605895533.367423",0,"UI:Search",0,1605895533,0,0,failed,"0.008","1605808800.000000000","1605895533.000000000","1605808800.000000000","1605895533.000000000",,,,,,,,,,,,,,,,,,
"1605895574.463","| makeresults annotate=t |eval baller=""sahr,temi,eric,debo"" | makemv baller delim="","" | mvexpand baller","prod-openpathus","1605895574.208430",0,"UI:Search",0,1605895574,4,0,completed,"0.02","1605808800.000000000","1605895574.000000000","1605808800.000000000","1605895574.000000000",,,,,,,,,,,,,,,,,,
"1605895674.466","| makeresults annotate=t |eval baller=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"" | makemv baller delim="","" | mvexpand baller","prod-openpathus","1605895674.172420",0,"UI:Search",0,1605895674,4,0,completed,"0.021","1605808800.000000000","1605895674.000000000","1605808800.000000000","1605895674.000000000",,,,,,,,,,,,,,,,,,
"1605895690.467","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"" | makemv baller delim="","" | mvexpand player","prod-openpathus","1605895690.655169",0,"UI:Search",0,1605895690,1,0,completed,"0.014","1605808800.000000000","1605895690.000000000","1605808800.000000000","1605895690.000000000",,,,,,,,,,,,,,,,,,
"1605895703.468","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"" | makemv player delim="","" | mvexpand player","prod-openpathus","1605895703.229085",0,"UI:Search",0,1605895703,4,0,completed,"0.012","1605808800.000000000","1605895703.000000000","1605808800.000000000","1605895703.000000000",,,,,,,,,,,,,,,,,,
"1605895771.469","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player","prod-openpathus","1605895771.436335",0,"UI:Search",0,1605895771,4,0,completed,"0.021","1605808800.000000000","1605895771.000000000","1605808800.000000000","1605895771.000000000",,,,,,,,,,,,,,,,,,
"1605895882.470","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=if(player=""Sahr"",87,player=""temi"",20,30)","prod-openpathus","1605895882.100461",0,"UI:Search",0,1605895882,0,0,failed,"0.008","1605808800.000000000","1605895882.000000000","1605808800.000000000","1605895882.000000000",,,,,,,,,,,,,,,,,,
"1605895908.471","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player==""Sahr"",87,player=""temi"",20,30)","prod-openpathus","1605895908.140643",0,"UI:Search",0,1605895908,0,0,failed,"0.008","1605808800.000000000","1605895908.000000000","1605808800.000000000","1605895908.000000000",,,,,,,,,,,,,,,,,,
"1605895911.472","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player==""Sahr"",87)","prod-openpathus","1605895911.992181",0,"UI:Search",0,1605895912,4,0,completed,"0.022","1605808800.000000000","1605895911.000000000","1605808800.000000000","1605895911.000000000",,,,,,,,,,,,,,,,,,
"1605895918.473","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""Sahr"",87)","prod-openpathus","1605895918.442220",0,"UI:Search",0,1605895918,4,0,completed,"0.026000000000000002","1605808800.000000000","1605895918.000000000","1605808800.000000000","1605895918.000000000",,,,,,,,,,,,,,,,,,
"1605895924.474","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87)","prod-openpathus","1605895924.970599",0,"UI:Search",0,1605895924,4,0,completed,"0.012","1605808800.000000000","1605895924.000000000","1605808800.000000000","1605895924.000000000",,,,,,,,,,,,,,,,,,
"1605895940.475","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",34)","prod-openpathus","1605895940.654508",0,"UI:Search",0,1605895940,4,0,completed,"0.013000000000000001","1605808800.000000000","1605895940.000000000","1605808800.000000000","1605895940.000000000",,,,,,,,,,,,,,,,,,
"1605896034.476","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34)","prod-openpathus","1605896034.881635",0,"UI:Search",0,1605896034,4,0,completed,"0.025","1605808800.000000000","1605896034.000000000","1605808800.000000000","1605896034.000000000",,,,,,,,,,,,,,,,,,
"1605896196.477","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% green=85-100 yellow=56-84 orange=36-55 red=0-35 default=blue","prod-openpathus","1605896196.140178",0,"UI:Search",0,1605896196,4,0,completed,"0.024","1605808800.000000000","1605896196.000000000","1605808800.000000000","1605896196.000000000",,,,,,,,,,,,,,,,,,
"1605896317.479","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low","prod-openpathus","1605896317.907780",0,"UI:Search",0,1605896317,4,0,completed,"0.021","1605808800.000000000","1605896317.000000000","1605808800.000000000","1605896317.000000000",,,,,,,,,,,,,,,,,,
"1605896372.480","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |table player 3_Pointer%","prod-openpathus","1605896372.254377",0,"UI:Search",0,1605896372,4,0,completed,"0.03","1605808800.000000000","1605896372.000000000","1605808800.000000000","1605896372.000000000",,,,,,,,,,,,,,,,,,
"rt_md_1605896507.481","| metadata type=sourcetypes | search totalCount > 0","prod-openpathus","1605896507.036147",1,"UI:Search",0,1605896507,0,0,canceled,"81.042",,,,,,,,,,,,,,,,,,,,,,
"1605896584.482","| history | search NOT search=""| history*"" AND NOT search=""*metadata*"" AND NOT search=""*loadjob*"" AND NOT savedsearch_name=""*"" AND NOT search=""search"" AND NOT search=""*from sid*"" AND NOT search=""| eventcount summarize=false index=* index=_**"" AND NOT provenance=""UI:LocateData"" AND NOT provenance=""UI:TableEditor"" AND NOT provenance=""UI:DataModel"" AND NOT provenance=""UI:Pivot"" AND NOT provenance=""UI:Dataset"" | dedup search | head 100000","prod-openpathus","1605896584.712945",0,"UI:Search",0,1605896584,91,0,completed,"0.053",,,,,,,,,,,,,,,,,,,,,,
"1605896588.484","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |table player 3_Pointer%","prod-openpathus","1605896588.085881",0,"UI:Search",0,1605896588,4,0,completed,"0.014","1605808800.000000000","1605896588.000000000","1605808800.000000000","1605896588.000000000",,,,,,,,,,,,,,,,,,
"rt_md_1605896695.485","| metadata type=sourcetypes | search totalCount > 0","prod-openpathus","1605896695.504265",1,"UI:Search",0,1605896695,0,0,canceled,"4.029",,,,,,,,,,,,,,,,,,,,,,
"1605896699.486","| gentimes start=1 end=2 | eval count=9 | fields count | rangemap field=count low=0-2 guarded=3-4 elevated=5-6 high=7-8 severe=9-10","prod-openpathus","1605896699.104337",0,"UI:Search",0,1605896699,1,0,completed,"0.02","1605808800.000000000","1605896699.000000000","1605808800.000000000","1605896699.000000000",,,,,,,,,,,,,,,,,,
"1605896841.487","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low","prod-openpathus","1605896841.192506",0,"UI:Search",0,1605896841,4,0,completed,"0.02","1605808800.000000000","1605896841.000000000","1605808800.000000000","1605896841.000000000",,,,,,,,,,,,,,,,,,
"1605896862.488","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35","prod-openpathus","1605896862.079471",0,"UI:Search",0,1605896862,4,0,completed,"0.028","1605808800.000000000","1605896862.000000000","1605808800.000000000","1605896862.000000000",,,,,,,,,,,,,,,,,,
"1605896897.489","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=0-2 guarded=3-4 elevated=5-6 high=37-88 severe=9-10","prod-openpathus","1605896897.061640",0,"UI:Search",0,1605896897,4,0,completed,"0.012","1605808800.000000000","1605896897.000000000","1605808800.000000000","1605896897.000000000",,,,,,,,,,,,,,,,,,
"1605896910.490","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=0-2 guarded=3-4 elevated=5-6 high=37-88 severe=99-1000","prod-openpathus","1605896910.663503",0,"UI:Search",0,1605896910,4,0,completed,"0.012","1605808800.000000000","1605896910.000000000","1605808800.000000000","1605896910.000000000",,,,,,,,,,,,,,,,,,
"1605896980.491","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low","prod-openpathus","1605896980.386875",0,"UI:Search",0,1605896980,4,0,completed,"0.021","1605808800.000000000","1605896980.000000000","1605808800.000000000","1605896980.000000000",,,,,,,,,,,,,,,,,,
"1605896999.492","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |fields =3_Pointer% range","prod-openpathus","1605896999.683440",0,"UI:Search",0,1605896999,0,0,failed,"0.008","1605808800.000000000","1605896999.000000000","1605808800.000000000","1605896999.000000000",,,,,,,,,,,,,,,,,,
"1605897007.493","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |fields 3_Pointer% range","prod-openpathus","1605897007.512733",0,"UI:Search",0,1605897007,4,0,completed,"0.023","1605808800.000000000","1605897007.000000000","1605808800.000000000","1605897007.000000000",,,,,,,,,,,,,,,,,,
"1605897026.494","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |fields - _time _raw|fields 3_Pointer% range","prod-openpathus","1605897026.871690",0,"UI:Search",0,1605897026,4,0,completed,"0.023","1605808800.000000000","1605897026.000000000","1605808800.000000000","1605897026.000000000",,,,,,,,,,,,,,,,,,
"1605897072.495","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |fields - _time _raw|fields 3_Pointer% range player","prod-openpathus","1605897072.464958",0,"UI:Search",0,1605897072,4,0,completed,"0.021","1605808800.000000000","1605897072.000000000","1605808800.000000000","1605897072.000000000",,,,,,,,,,,,,,,,,,
"1605897105.496","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low","prod-openpathus","1605897105.367097",0,"UI:Search",0,1605897105,4,0,completed,"0.025","1605808800.000000000","1605897105.000000000","1605808800.000000000","1605897105.000000000",,,,,,,,,,,,,,,,,,
"1605897194.497","| makeresults annotate=t |eval player=""sahr,temi,eric,debo"",host=""openpath"",source=""ball_is_life_university"",sourcetype=""3_pointers"",splunk_server_group=""Ballers"",3_Pointer%="" "" | makemv player delim="","" | mvexpand player |eval 3_Pointer%=case(player=""sahr"",87,player=""temi"",76,player=""eric"",57,player=""debo"",34) | rangemap field=3_Pointer% low=85-100 elevated=56-84 high=36-55 severe=0-35 default=low |fields - _time _raw|fields 3_Pointer% range player","prod-openpathus","1605897194.950574",0,"UI:Search",0,1605897194,4,0,completed,"0.022","1605808800.000000000","1605897194.000000000","1605808800.000000000","1605897194.000000000",,,,,,,,,,,,,,,,,,
